dta,provincia,canton,distrito,ids,version
11305,San José,Tibás,Colima,76.16203612149167,2023
10110,San José,San José,Hatillo,76.01069588453508,2023
20113,Alajuela,Alajuela,Garita,75.96702315423215,2023
20304,Alajuela,Grecia,San Roque,75.95469090336606,2023
21107,Alajuela,Zarcero,Brisas,75.79006707528474,2023
20901,Alajuela,Orotina,Orotina,75.7452520821835,2023
30204,Cartago,Paraíso,Cachí,75.53899429319328,2023
50901,Guanacaste,Nandayure,Carmona,75.51737771771698,2023
30304,Cartago,La Unión,San Rafael,75.42337645560818,2023
40404,Heredia,Santa Bárbara,Jesús,75.39291858799069,2023
30702,Cartago,Oreamuno,Cot,75.29054409670745,2023
30205,Cartago,Paraíso,Llanos de Santa Lucía,75.21008888579571,2023
20802,Alajuela,Poás,San Juan,75.16679767077103,2023
30111,Cartago,Cartago,Quebradilla,75.10919285846796,2023
21001,Alajuela,San Carlos,Quesada,75.05237722767332,2023
50502,Guanacaste,Carrillo,Palmira,75.03397909885278,2023
20308,Alajuela,Grecia,Bolivar,74.9942995251591,2023
40405,Heredia,Santa Bárbara,Santo Domingo,74.91292171140624,2023
11503,San José,Montes de Oca,Mercedes,74.90436423205882,2023
21201,Alajuela,Sarchí,Sarchí Norte,74.90355426753891,2023
30803,Cartago,El Guarco,Tobosi,74.87793105820118,2023
30107,Cartago,Cartago,Corralillo,74.86905514882721,2023
30705,Cartago,Oreamuno,Santa Rosa,74.79855077382149,2023
30601,Cartago,Alvarado,Pacayas,74.79123484387817,2023
21105,Alajuela,Zarcero,Palmira,74.7444242754157,2023
20111,Alajuela,Alajuela,Turrúcares,74.58459448540316,2023
20104,Alajuela,Alajuela,San Antonio,74.5841768437836,2023
20302,Alajuela,Grecia,San Isidro,74.52094473376569,2023
50309,Guanacaste,Santa Cruz,Tamarindo,74.36456232710937,2023
10307,San José,Desamparados,Patarrá,74.3165305028348,2023
10408,San José,Puriscal,San Antonio,74.2171457979943,2023
30302,Cartago,La Unión,San Diego,74.17525906027663,2023
20307,Alajuela,Grecia,Puente de Piedra,74.08287821021058,2023
10102,San José,San José,Merced,74.04797753719185,2023
50301,Guanacaste,Santa Cruz,Santa Cruz,74.04353442543722,2023
20606,Alajuela,Naranjo,San Juan,73.97110651084438,2023
50801,Guanacaste,Tilarán,Tilarán,73.8700294172085,2023
70201,Limón,Pococí,Guápiles,73.78619456358594,2023
10111,San José,San José,San Sebastián,73.75322336291264,2023
10806,San José,Goicoechea,Rancho Redondo,73.66630955028367,2023
50305,Guanacaste,Santa Cruz,Cartagena,73.59567359663862,2023
20204,Alajuela,San Ramón,Piedades Norte,73.4450561037708,2023
50104,Guanacaste,Liberia,Nacascolo,73.38096394416944,2023
10302,San José,Desamparados,San Miguel,73.35568458395879,2023
20303,Alajuela,Grecia,San José,72.83453152373696,2023
40402,Heredia,Santa Bárbara,San Pedro,72.80629150573438,2023
50102,Guanacaste,Liberia,Cañas Dulces,72.77844924205256,2023
30602,Cartago,Alvarado,Cervantes,72.56501363748568,2023
20506,Alajuela,Atenas,San José,72.5323999491938,2023
21205,Alajuela,Sarchí,Rodríguez,72.42749730490976,2023
60201,Puntarenas,Esparza,Espíritu Santo,72.32696435936516,2023
50101,Guanacaste,Liberia,Liberia,72.24653754776585,2023
20211,Alajuela,San Ramón,Concepción,72.24317924086554,2023
21102,Alajuela,Zarcero,Laguna,72.15871344220548,2023
20206,Alajuela,San Ramón,San Rafael,71.92585858929792,2023
11105,San José,Vázquez de Coronado,Cascajal,71.86694593786584,2023
10109,San José,San José,Pavas,71.67813877969473,2023
50304,Guanacaste,Santa Cruz,Tempate,71.59206279630305,2023
11804,San José,Curridabat,Tirrases,71.32245878188616,2023
30501,Cartago,Turrialba,Turrialba,71.31178196275222,2023
21204,Alajuela,Sarchí,San Pedro,71.11714151168243,2023
70207,Limón,Pococí,La Colonia,71.0927576363042,2023
60401,Puntarenas,Montes de Oro,Miramar,70.96819183279031,2023
20209,Alajuela,San Ramón,Alfaro,70.96792040269348,2023
20102,Alajuela,Alajuela,San José,70.91730481646057,2023
30401,Cartago,Jiménez,Juan Viñas,70.88803950664862,2023
10303,San José,Desamparados,San Juan de Dios,70.78820517144406,2023
10104,San José,San José,Catedral,70.71951007140316,2023
21103,Alajuela,Zarcero,Tapesco,70.694363709560193,2023
11003,San José,Alajuelita,San Antonio,70.66323358934892,2023
20112,Alajuela,Alajuela,Tambor,70.65202502959515,2023
20403,Alajuela,San Mateo,Jesús María,70.23676830636026,2023
20401,Alajuela,San Mateo,San Mateo,70.14414988709731,2023
21202,Alajuela,Sarchí,Sarchí Sur,70.13992275624045,2023
70202,Limón,Pococí,Jiménez,70.10607752380244,2023
11302,San José,Tibás,Cinco Esquinas,69.98302891312669,2023
11903,San José,Pérez Zeledón,Daniel Flores,69.96600089296027,2023
20804,Alajuela,Poás,Carrillos,69.85470753355953,2023
20109,Alajuela,Alajuela,Río Segundo,69.82624163353665,2023
20103,Alajuela,Alajuela,Carrizal,69.74951169500471,2023
20608,Alajuela,Naranjo,Palmitos,69.6146666158086,2023
20605,Alajuela,Naranjo,San Jerónimo,69.50172768788029,2023
11701,San José,Dota,Santa María,69.49496818844833,2023
11901,San José,Pérez Zeledón,San Isidro de El General,69.46721552196135,2023
11004,San José,Alajuelita,Concepción,69.2039296515291,2023
11005,San José,Alajuelita,San Felipe,69.10140980684349,2023
60101,Puntarenas,Puntarenas,Puntarenas,69.04956004058036,2023
20203,Alajuela,San Ramón,San Juan,69.03445471890412,2023
30203,Cartago,Paraíso,Orosi,68.93337589547126,2023
61101,Puntarenas,Garabito,Jacó,68.83738926731003,2023
10404,San José,Puriscal,Grifo Alto,68.78913096585184,2023
20110,Alajuela,Alajuela,Desamparados,68.6512173385423,2023
50501,Guanacaste,Carrillo,Filadelfia,68.63495984497047,2023
60115,Puntarenas,Puntarenas,El Roble,68.57809042440927,2023
21009,Alajuela,San Carlos,La Palmera,68.4564776292108,2023
30703,Cartago,Oreamuno,Potrero Cerrado,68.30404350296322,2023
20604,Alajuela,Naranjo,Cirrí Sur,68.2765314494671,2023
20607,Alajuela,Naranjo,El Rosario,68.23490154395799,2023
10602,San José,Aserrí,Tarbaca,68.23478098602271,2023
10308,San José,Desamparados,San Cristobal,68.16645450727502,2023
30110,Cartago,Cartago,Llano Grande,68.11738060349676,2023
60403,Puntarenas,Montes de Oro,San Isidro,68.03690097184288,2023
30704,Cartago,Oreamuno,Cipreses,67.74569453301572,2023
20108,Alajuela,Alajuela,San Rafael,67.69241732254014,2023
30802,Cartago,El Guarco,San Isidro,67.538827354533,2023
51101,Guanacaste,Hojancha,Hojancha,67.50101528249658,2023
50308,Guanacaste,Santa Cruz,Cabo Velas,67.43639488631848,2023
10807,San José,Goicoechea,Purral,67.41465943165181,2023
20603,Alajuela,Naranjo,San José,67.24761965665404,2023
20704,Alajuela,Palmares,Santiago,67.17024282242748,2023
21106,Alajuela,Zarcero,Zapote,67.16264547058131,2023
10306,San José,Desamparados,Frailes,67.08597771698618,2023
30202,Cartago,Paraíso,Santiago,67.0803131168114,2023
20106,Alajuela,Alajuela,San Isidro,67.05770385910752,2023
50202,Guanacaste,Nicoya,Mansión,67.04474574780289,2023
20305,Alajuela,Grecia,Tacares,66.98313536526375,2023
10501,San José,Tarrazú,San Marcos,66.83761740567114,2023
21005,Alajuela,San Carlos,Venecia,66.7735266097209,2023
20902,Alajuela,Orotina,El Mastate,66.65955385785547,2023
51105,Guanacaste,Hojancha,Matambú,66.54061464922873,2023
60801,Puntarenas,Coto Brus,San Vito,66.53180576552153,2023
70101,Limón,Limón,Limón,66.51508614970726,2023
20602,Alajuela,Naranjo,San Miguel,66.4582033757034,2023
60112,Puntarenas,Puntarenas,Chacarita,66.40674933989038,2023
10313,San José,Desamparados,Los Guido,66.38227379780442,2023
10603,San José,Aserrí,Vuelta de Jorco,66.04552543566255,2023
20404,Alajuela,San Mateo,Labrador,66.03540476213736,2023
10406,San José,Puriscal,Candelarita,65.91973935402406,2023
61201,NA,NA,Monteverde,65.89594278506875,2023
20504,Alajuela,Atenas,San Isidro,65.7752671758922,2023
10103,San José,San José,Hospital,65.76840955100658,2023
12001,San José,León Cortés Castro,San Pablo,65.62257329329589,2023
10707,San José,Mora,Quitirrisí,65.56087109567693,2023
10107,San José,San José,Uruca,65.50576233470007,2023
11203,San José,Acosta,Palmichal,65.45385734679988,2023
20207,Alajuela,San Ramón,San Isidro,65.45261254175242,2023
11601,San José,Turrubares,San Pablo,65.38667580389624,2023
30404,NA,NA,La Victoria,65.10991435361247,2023
20208,Alajuela,San Ramón,Ángeles,64.94640004357771,2023
10607,San José,Aserrí,Salitrillos,64.90008701705194,2023
50803,Guanacaste,Tilarán,Tronadora,64.89675677185264,2023
10706,San José,Mora,Jaris,64.87727461902156,2023
60601,Puntarenas,Quepos,Quepos,64.61575162971097,2023
20805,Alajuela,Poás,Sabana Redonda,64.48132716885297,2023
20903,Alajuela,Orotina,Hacienda Vieja,64.36091564760832,2023
60504,Puntarenas,Osa,Bahía Ballena,64.31193725759952,2023
21003,Alajuela,San Carlos,Buenavista,64.28841028965314,2023
20210,Alajuela,San Ramón,Volio,64.25684090728457,2023
50201,Guanacaste,Nicoya,Nicoya,64.22520341584601,2023
20107,Alajuela,Alajuela,Sabanilla,64.03081865994781,2023
60108,Puntarenas,Puntarenas,Barranca,63.93871282447322,2023
50402,Guanacaste,Bagaces,La Fortuna,63.82084017128453,2023
10604,San José,Aserrí,San Gabriel,63.603078970971154,2023
21004,Alajuela,San Carlos,Aguas Zarcas,63.45293404387558,2023
30308,Cartago,La Unión,Río Azul,63.42821266325295,2023
50601,Guanacaste,Cañas,Cañas,63.29349896605356,2023
50504,Guanacaste,Carrillo,Belén,63.25872309730782,2023
50206,Guanacaste,Nicoya,Nosara,63.154789305423066,2023
20202,Alajuela,San Ramón,Santiago,63.12951434137943,2023
20114,Alajuela,Alajuela,Sarapiquí,63.106574342035934,2023
10405,San José,Puriscal,San Rafael,63.095181221914764,2023
50604,Guanacaste,Cañas,Bebedero,63.064421937401555,2023
50105,Guanacaste,Liberia,Curubandé,62.85271281854407,2023
60206,Puntarenas,Esparza,Caldera,62.791039958234464,2023
11902,San José,Pérez Zeledón,El General,62.78820103868046,2023
11202,San José,Acosta,Guaitil,62.78603396341657,2023
21104,Alajuela,Zarcero,Guadalupe,62.382071660405444,2023
10703,San José,Mora,Tabarcia,62.32977468196918,2023
20705,Alajuela,Palmares,Candelaria,62.115714753364315,2023
30403,Cartago,Jiménez,Pejibaye,61.943178918848076,2023
10309,San José,Desamparados,Rosario,61.89023052895449,2023
20402,Alajuela,San Mateo,Desmonte,61.86598489286769,2023
70301,Limón,Siquirres,Siquirres,61.673325513552655,2023
60501,Puntarenas,Osa,Puerto Cortés,61.54998223580779,2023
60204,Puntarenas,Esparza,San Rafael,61.36076656145598,2023
10402,San José,Puriscal,Mercedes Sur,61.30120321197771,2023
21008,Alajuela,San Carlos,La Tigra,61.08538123553015,2023
21007,Alajuela,San Carlos,La Fortuna,60.72397904341825,2023
11703,San José,Dota,Copey,60.704450171457644,2023
50307,Guanacaste,Santa Cruz,Diriá,60.629083893610975,2023
50804,Guanacaste,Tilarán,Santa Rosa,60.48491339524087,2023
21002,Alajuela,San Carlos,Florencia,60.11945438594855,2023
20508,Alajuela,Atenas,Escobal,60.083240881241075,2023
70602,Limón,Guácimo,Mercedes,59.981196934254385,2023
12006,San José,León Cortés Castro,San Antonio,59.82065162157282,2023
50302,Guanacaste,Santa Cruz,Bolsón,59.75737889800375,2023
20205,Alajuela,San Ramón,Piedades Sur,59.48052936339878,2023
20214,Alajuela,San Ramón,San Lorenzo,59.40171939445345,2023
60205,Puntarenas,Esparza,San Jerónimo,59.18498097466749,2023
50401,Guanacaste,Bagaces,Bagaces,59.180320786740054,2023
70306,Limón,Siquirres,Alegría,58.665922880167464,2023
21601,Alajuela,Río Cuarto,Río Cuarto,58.07397697453621,2023
60202,Puntarenas,Esparza,San Juan Grande,57.8698477817846,2023
30206,NA,NA,Birrisito,57.66588886517455,2023
51104,Guanacaste,Hojancha,Huacas,57.65406148812959,2023
70205,Limón,Pococí,Cariari,57.512591932227814,2023
30402,Cartago,Jiménez,Tucurrique,57.21238266024535,2023
11904,San José,Pérez Zeledón,Rivas,57.19260703186082,2023
11906,San José,Pérez Zeledón,Platanares,57.064205480971125,2023
50103,Guanacaste,Liberia,Mayorga,56.8836258950289,2023
30511,Cartago,Turrialba,La Isabel,56.7906735957222,2023
60111,Puntarenas,Puntarenas,Cóbano,56.69191888736105,2023
30506,Cartago,Turrialba,Pavones,56.49008507312358,2023
50303,Guanacaste,Santa Cruz,Veintisiete de Abril,56.343255528039165,2023
11304,San José,Tibás,León XIII,56.289293035176826,2023
21006,Alajuela,San Carlos,Pital,56.191358887768,2023
50902,Guanacaste,Nandayure,Santa Rita,56.180280277412,2023
20213,Alajuela,San Ramón,Peñas Blancas,56.14682369964735,2023
60102,Puntarenas,Puntarenas,Pitahaya,56.09906794880047,2023
30509,Cartago,Turrialba,Santa Rosa,56.01097062249774,2023
20905,Alajuela,Orotina,La Ceiba,55.760110221445444,2023
12005,San José,León Cortés Castro,Santa Cruz,55.5329035374719,2023
70601,Limón,Guácimo,Guácimo,55.52414042293272,2023
61102,Puntarenas,Garabito,Tárcoles,55.46056881239759,2023
30804,Cartago,El Guarco,Patio de Agua,55.44056475996197,2023
21012,Alajuela,San Carlos,Monterrey,55.273450794912556,2023
60803,Puntarenas,Coto Brus,Aguabuena,55.18072838781763,2023
30504,Cartago,Turrialba,Santa Cruz,55.13126614494966,2023
30502,Cartago,Turrialba,La Suiza,55.01359259834623,2023
61002,Puntarenas,Corredores,La Cuesta,54.959120109143264,2023
50807,Guanacaste,Tilarán,Arenal,54.71269936094221,2023
10705,San José,Mora,Picagres,54.57522336431946,2023
50205,Guanacaste,Nicoya,Sámara,54.46100238104873,2023
30507,Cartago,Turrialba,Tuis,54.43040571078405,2023
50805,Guanacaste,Tilarán,Líbano,54.2654581169768,2023
50704,Guanacaste,Abangares,Colorado,53.90113102649597,2023
50404,Guanacaste,Bagaces,Río Naranjo,53.87767955689627,2023
50403,Guanacaste,Bagaces,Mogote,53.8429616650559,2023
51001,Guanacaste,La Cruz,La Cruz,53.72496175869893,2023
50905,Guanacaste,Nandayure,Porvenir,53.49441497609279,2023
70603,Limón,Guácimo,Pocora,53.464226482979626,2023
21010,Alajuela,San Carlos,Venado,53.4100701688395,2023
12004,San José,León Cortés Castro,San Isidro,53.40622932112338,2023
60901,Puntarenas,Parrita,Parrita,53.35002571827405,2023
10503,San José,Tarrazú,San Carlos,53.247720911754776,2023
70204,Limón,Pococí,Roxana,53.16810144698268,2023
50904,Guanacaste,Nandayure,San Pablo,52.604385521109414,2023
60105,Puntarenas,Puntarenas,Paquera,52.57343985670281,2023
60701,Puntarenas,Golfito,Golfito,52.55468702850462,2023
70303,Limón,Siquirres,Florida,52.51309350362701,2023
50701,Guanacaste,Abangares,Las Juntas,52.481374760609555,2023
60104,Puntarenas,Puntarenas,Lepanto,52.328518457953884,2023
41003,Heredia,Sarapiquí,Las Horquetas,52.31587179698652,2023
50203,Guanacaste,Nicoya,San Antonio,52.04278044787878,2023
21602,Alajuela,Río Cuarto,Santa Rita,52.03178465859621,2023
50806,Guanacaste,Tilarán,Tierras Morenas,51.354086235344106,2023
70104,Limón,Limón,Matama,51.20303446681674,2023
11603,San José,Turrubares,San Juan de Mata,51.16319806480373,2023
70604,Limón,Guácimo,Río Jiménez,51.0520770747965,2023
51102,Guanacaste,Hojancha,Monte Romo,51.00872202195305,2023
40105,Heredia,Heredia,Varablanca,50.99134716859125,2023
21301,Alajuela,Upala,Upala,50.9834669042565,2023
60603,Puntarenas,Quepos,Naranjito,50.94477208477173,2023
60703,Puntarenas,Golfito,Guaycará,50.93429673357849,2023
11909,San José,Pérez Zeledón,Barú,50.891257326615474,2023
61001,Puntarenas,Corredores,Corredor,50.846470402785016,2023
50802,Guanacaste,Tilarán,Quebrada Grande,50.574192550856075,2023
51103,Guanacaste,Hojancha,Puerto Carrillo,50.532890277088896,2023
30508,Cartago,Turrialba,Tayutic,50.41367651918967,2023
70403,Limón,Talamanca,Cahuita,50.36430653733334,2023
50906,Guanacaste,Nandayure,Bejuco,50.336409867318125,2023
11911,San José,Pérez Zeledón,Páramo,50.30760840529628,2023
60602,Puntarenas,Quepos,Savegre,50.25639047996402,2023
61003,Puntarenas,Corredores,Canoas,49.744549997342986,2023
70203,Limón,Pococí,Rita,49.66987916457927,2023
50306,Guanacaste,Santa Cruz,Cuajiniquil,49.6488359201215,2023
11905,San José,Pérez Zeledón,San Pedro,49.60381841031759,2023
10606,San José,Aserrí,Monterrey,49.516316859664855,2023
21203,Alajuela,Sarchí,Toro Amarillo,49.02635014607741,2023
12002,San José,León Cortés Castro,San Andrés,48.809139967778336,2023
50605,Guanacaste,Cañas,Porozal,48.659464706905815,2023
11908,San José,Pérez Zeledón,Cajón,48.542513102913205,2023
20904,Alajuela,Orotina,Coyolar,48.52073576422575,2023
10605,San José,Aserrí,Legua,48.38515051511269,2023
21304,Alajuela,Upala,Bijagua,48.34832887582271,2023
60402,Puntarenas,Montes de Oro,La Unión,48.30858207799125,2023
60309,Puntarenas,Buenos Aires,Brunka,48.22912932755106,2023
60502,Puntarenas,Osa,Palmar,48.046961745484644,2023
61103,NA,NA,Lagunillas,47.918485266333484,2023
41002,Heredia,Sarapiquí,La Virgen,47.901773284898006,2023
51004,Guanacaste,La Cruz,Santa Elena,47.81501017170526,2023
21504,Alajuela,Guatuso,Katira,47.514788130279754,2023
12003,San José,León Cortés Castro,Llano Bonito,47.28092976996948,2023
50204,Guanacaste,Nicoya,Quebrada Honda,47.19785632897075,2023
70502,Limón,Matina,Batán,47.153088203706766,2023
60802,Puntarenas,Coto Brus,Sabalito,47.116402724909634,2023
10502,San José,Tarrazú,San Lorenzo,47.082639400865524,2023
11910,San José,Pérez Zeledón,Río Nuevo,46.9102625207981,2023
60114,Puntarenas,Puntarenas,Acapulco,46.87160151856346,2023
60301,Puntarenas,Buenos Aires,Buenos Aires,46.739380876999014,2023
70305,Limón,Siquirres,El Cairo,46.562395061901434,2023
11604,San José,Turrubares,San Luis,46.31511686229366,2023
50602,Guanacaste,Cañas,Palmira,46.04857419476669,2023
60106,Puntarenas,Puntarenas,Manzanillo,45.98542861345624,2023
30505,Cartago,Turrialba,Santa Teresita,45.92284918250953,2023
50702,Guanacaste,Abangares,Sierra,45.760453416035816,2023
61004,Puntarenas,Corredores,Laurel,45.739588115486015,2023
11907,San José,Pérez Zeledón,Pejibaye,45.71992880435439,2023
11912,San José,Pérez Zeledón,La  Amistad,45.52709987024221,2023
10704,San José,Mora,Piedras Negras,45.45593461355765,2023
50603,Guanacaste,Cañas,San Miguel,45.439309939323415,2023
21302,Alajuela,Upala,Aguas Claras,45.204019639608106,2023
70304,Limón,Siquirres,Germania,45.12488756970638,2023
21402,Alajuela,Los Chiles,Caño Negro,44.021507007682615,2023
50207,Guanacaste,Nicoya,Belén de Nosarita,43.96716984258714,2023
21011,Alajuela,San Carlos,Cutris,43.923229134033555,2023
21013,Alajuela,San Carlos,Pocosol,43.66609932441741,2023
21308,Alajuela,Upala,Canalete,43.562080384056635,2023
11702,San José,Dota,Jardín,43.216263164294126,2023
70605,Limón,Guácimo,Duacarí,42.90338871117868,2023
50703,Guanacaste,Abangares,San Juan,42.763234091915415,2023
60506,Puntarenas,Osa,Bahía Drake,42.73412079830169,2023
11605,San José,Turrubares,Carara,42.64935070445697,2023
21603,Alajuela,Río Cuarto,Santa Isabel,42.148875265350455,2023
50903,Guanacaste,Nandayure,Zapotal,42.10308881029558,2023
60113,Puntarenas,Puntarenas,Chira,41.99458897917745,2023
21305,Alajuela,Upala,Delicias,41.84241138923933,2023
11204,San José,Acosta,Cangrejal,41.82108108216655,2023
20212,Alajuela,San Ramón,Zapotal,41.267589318304005,2023
70103,Limón,Limón,Río Blanco,41.139070388594654,2023
60302,Puntarenas,Buenos Aires,Volcán,41.13086989665766,2023
10409,San José,Puriscal,Chires,40.667997425626886,2023
21501,Alajuela,Guatuso,San Rafael,40.32563062294514,2023
70501,Limón,Matina,Matina,40.192465259832176,2023
61301,NA,NA,Puerto Jiménez,39.6278468135054,2023
60116,Puntarenas,Puntarenas,Arancibia,39.391171978456065,2023
30510,Cartago,Turrialba,Tres Equis,39.33525977978708,2023
70503,Limón,Matina,Carrandí,38.93852846653877,2023
60806,Puntarenas,Coto Brus,Gutiérrez Braun,38.91287719032285,2023
11205,San José,Acosta,Sabanillas,38.637236975706756,2023
70302,Limón,Siquirres,Pacuarito,38.3703845884407,2023
51003,Guanacaste,La Cruz,La Garita,38.28240252336931,2023
60103,Puntarenas,Puntarenas,Chomes,38.23072094429758,2023
21401,Alajuela,Los Chiles,Los Chiles,38.08972110262517,2023
21307,Alajuela,Upala,Yolillal,37.876720660183835,2023
21403,Alajuela,Los Chiles,El Amparo,37.850340575702425,2023
41001,Heredia,Sarapiquí,Puerto Viejo,37.06698895915596,2023
50808,NA,NA,Cabeceras,36.776395254335554,2023
70402,Limón,Talamanca,Sixaola,36.54917851222609,2023
21503,Alajuela,Guatuso,Cote,36.38699349991696,2023
30503,Cartago,Turrialba,Peralta,35.442959392539734,2023
70206,Limón,Pococí,Colorado,34.98041982741355,2023
60805,Puntarenas,Coto Brus,Pittier,34.71470184630865,2023
60107,Puntarenas,Puntarenas,Guacimal,34.23767799629973,2023
60503,Puntarenas,Osa,Sierpe,32.95901150223367,2023
70401,Limón,Talamanca,Bratsi,32.850975495796376,2023
60304,Puntarenas,Buenos Aires,Boruca,32.79367180345465,2023
51002,Guanacaste,La Cruz,Santa Cecilia,32.631602630572985,2023
21404,Alajuela,Los Chiles,San Jorge,32.45612302585982,2023
60305,Puntarenas,Buenos Aires,Pilas,31.986113168472297,2023
70307,Limón,Siquirres,Reventazón,31.62432396793206,2023
21303,Alajuela,Upala,San José O Pizote,30.967391686682134,2023
60303,Puntarenas,Buenos Aires,Potrero Grande,30.96671701451012,2023
21306,Alajuela,Upala,Dos Ríos,30.953939334512313,2023
21502,Alajuela,Guatuso,Buenavista,30.709883059475736,2023
60804,Puntarenas,Coto Brus,Limoncito,30.63480726327669,2023
60308,Puntarenas,Buenos Aires,Biolley,30.14996737884395,2023
60505,Puntarenas,Osa,Piedras Blancas,29.918831088160772,2023
41005,Heredia,Sarapiquí,Cureña,27.661171365087714,2023
70102,Limón,Limón,Valle La Estrella,26.28038586577618,2023
60704,Puntarenas,Golfito,Pavón,24.344710368124748,2023
41004,Heredia,Sarapiquí,Llanuras del Gaspar,23.81186419813632,2023
60306,Puntarenas,Buenos Aires,Colinas,23.63530152378348,2023
60307,Puntarenas,Buenos Aires,Chánguena,21.715485924342527,2023
70404,Limón,Talamanca,Telire,6.909209952509769,2023
30512,Cartago,Turrialba,Chirripó,0,2023
